DisputeID,StDay,StMon,StYear,EndDay,EndMon,EndYear,stDate,endDate,durationDays,MaxHost,Total Fatality,MaxHostLev,MaxFatalityLev,United Kingdom,United States of America,China,Soviet Union
2219,3,12,1961,14,8,1962,3/12/1961,14-8-1962,254,Use of Force,0,4,1,0,1,0,2
2220,28,1,1964,27,3,1964,28-1-1964,27-3-1964,59,Use of Force,-1,4,1,0,2,0,1
2221,21,10,1970,10,11,1970,21-10-1970,10/11/1970,19,Use of Force,0,4,0,0,2,0,1
2222,9,4,1977,10,4,1977,9/4/1977,10/4/1977,1,Use of Force,0,4,0,0,2,0,1
2223,19,11,1978,2,1,1979,19-11-1978,2/1/1979,45,Display of Force,0,3,0,0,1,0,2
2224,9,8,1979,10,8,1979,9/8/1979,10/8/1979,1,Use of Force,0,4,0,0,1,0,2
2225,31,8,1979,20,11,1979,31-8-1979,20-11-1979,80,Display of Force,0,3,0,0,1,0,2
2226,13,3,1980,19,3,1980,13-3-1980,19-3-1980,6,Display of Force,0,3,0,2,2,0,1
2227,4,5,1980,4,5,1980,4/5/1980,4/5/1980,0,Threat to Use Force,0,2,0,0,2,0,1
2228,12,5,1981,14,5,1981,12/5/1981,14-5-1981,2,Use of Force,0,4,0,0,2,0,1
2229,30,9,1982,24,1,1983,30-9-1982,24-1-1983,117,Use of Force,0,4,0,0,1,0,2
2230,12,9,1984,19,9,1984,12/9/1984,19-9-1984,7,Use of Force,0,4,0,0,1,0,2
2231,24,11,1983,20,5,1984,24-11-1983,20-5-1984,179,Use of Force,-1,4,0,0,1,0,2
2232,24,3,1985,7,9,1985,24-3-1985,7/9/1985,166,Use of Force,-1,4,1,2,2,0,1
2233,13,3,1986,13,3,1986,13-3-1986,13-3-1986,0,Display of Force,0,3,0,0,2,0,1
2234,16,7,1911,3,8,1911,16-7-1911,3/8/1911,18,Display of Force,0,3,0,0,2,0,0
2236,10,8,1856,12,2,1858,10-8-1856,12-2-1858,548,Use of Force,0,4,0,0,0,0,0
2237,24,7,1981,5,9,1982,24-7-1981,5/9/1982,407,Display of Force,0,3,0,1,0,0,0
2239,18,1,1969,20,1,1969,18-1-1969,20-1-1969,2,Display of Force,0,3,0,0,0,0,0
2240,19,2,1970,22,2,1970,19-2-1970,22-2-1970,3,Use of Force,0,4,0,0,0,0,0
2242,16,8,1860,16,8,1860,16-8-1860,16-8-1860,0,Threat to Use Force,0,2,0,0,0,0,0
2243,21,1,1837,27,1,1837,21-1-1837,27-1-1837,6,Use of Force,0,4,0,2,0,0,0
2244,1,2,1954,10,11,1956,1/2/1954,10/11/1956,1015,Use of Force,0,4,1,0,1,0,0
2245,12,2,1987,12,2,1987,12/2/1987,12/2/1987,0,Use of Force,-1,4,2,0,0,0,0
2300,23,12,1893,23,12,1893,23-12-1893,23-12-1893,0,Use of Force,0,4,0,1,0,0,0
2302,12,3,1939,16,3,1939,12/3/1939,16-3-1939,4,Use of Force,0,4,0,0,0,0,0
2303,13,8,1937,13,8,1937,13-8-1937,13-8-1937,0,Use of Force,0,4,0,0,0,0,0
2304,31,8,1937,2,9,1937,31-8-1937,2/9/1937,1,Use of Force,0,4,0,1,0,0,0
2306,14,8,1937,14,8,1937,14-8-1937,14-8-1937,0,Use of Force,0,4,0,0,0,0,0
2307,12,8,1937,12,8,1937,12/8/1937,12/8/1937,0,Use of Force,0,4,0,0,0,0,0
2309,14,5,1908,14,5,1908,14-5-1908,14-5-1908,0,Use of Force,-1,4,-1,0,0,0,0
2310,3,5,1916,4,5,1916,3/5/1916,4/5/1916,1,Use of Force,0,4,0,2,0,0,0
2311,20,11,1913,14,2,1914,20-11-1913,14-2-1914,84,Display of Force,0,3,0,2,0,0,0
2312,14,10,1913,6,12,1913,14-10-1913,6/12/1913,53,Display of Force,0,3,0,0,0,0,0
2313,29,11,1913,26,12,1913,29-11-1913,26-12-1913,28,Display of Force,0,3,0,0,0,0,0
2314,16,8,1900,7,9,1901,16-8-1900,7/9/1901,386,Use of Force,-1,4,3,0,0,1,2
2315,26,10,1986,26,4,1987,26-10-1986,26-4-1987,181,Use of Force,0,4,0,0,0,1,0
2316,-9,2,1929,10,5,1930,1/2/1929,10/5/1930,466,Use of Force,-1,4,-1,0,0,0,0
2317,-9,4,1976,-9,4,1976,1/4/1976,1/4/1976,0,Display of Force,0,3,0,0,0,0,0
2318,-9,4,1976,-9,4,1976,1/4/1976,1/4/1976,0,Display of Force,0,3,0,0,0,0,0
2319,27,1,1972,20,4,1972,27-1-1972,20-4-1972,83,Display of Force,0,3,0,2,0,0,0
2320,-9,3,1875,-9,10,1875,1-3-1875,1-10-1875,214,Use of Force,0,4,0,0,0,0,0
2321,-9,6,1906,-9,12,1906,1/6/1906,1/12/1906,184,Use of Force,0,4,0,0,0,0,0
2322,24,1,1858,-9,5,1858,24-1-1858,1-5-1858,97,Use of Force,0,4,0,0,1,0,0
2323,13,7,1982,24,7,1982,13-7-1982,24-7-1982,11,Use of Force,0,4,0,0,0,0,0
2325,-9,11,1979,-9,12,1979,1/11/1979,1/12/1979,31,Use of Force,-1,4,-1,0,0,0,0
2326,-9,9,1977,-9,2,1978,1/9/1977,1/2/1978,151,Use of Force,0,4,0,0,0,0,0
2327,10,8,1976,10,8,1976,10/8/1976,10/8/1976,0,Use of Force,0,4,0,0,0,0,0
2328,-9,3,1949,24,11,1949,1/3/1949,24-11-1949,267,Use of Force,-1,4,1,0,0,0,0
2331,17,7,1958,22,10,1958,17-7-1958,22-10-1958,97,Display of Force,0,3,0,2,0,0,0
2332,15,7,1958,31,7,1958,15-7-1958,31-7-1958,16,Display of Force,0,3,0,0,0,0,0
2335,31,8,1976,6,9,1976,31-8-1976,6/9/1976,5,Use of Force,0,4,0,0,1,0,0
2338,22,1,1901,28,2,1902,22-1-1901,28-2-1902,399,Use of Force,0,4,0,1,0,0,0
2339,11,12,1948,9,3,1949,11/12/1948,9/3/1949,88,Use of Force,-1,4,-1,0,0,0,0
2340,19,4,1948,31,5,1948,19-4-1948,31-5-1948,43,Display of Force,-1,3,-1,0,0,0,0
2341,14,7,1898,14,8,1898,14-7-1898,14-8-1898,31,Display of Force,0,3,0,0,0,0,0
2342,4,6,1902,25,11,1902,4/6/1902,25-11-1902,174,Use of Force,-1,4,-1,0,0,0,0
2343,3,4,1896,21,4,1896,3-4-1896,21-4-1896,18,Use of Force,0,4,0,0,1,0,0
2344,14,8,1962,14,8,1962,14-8-1962,14-8-1962,0,Use of Force,-1,4,1,0,0,0,0
2346,12,9,1978,27,12,1978,12/9/1978,27-12-1978,107,Use of Force,-1,4,1,0,0,0,0
2347,-9,3,1983,6,6,1985,1/3/1983,6/6/1985,827,Display of Force,0,3,0,0,1,0,0
2348,2,8,1982,26,1,1983,2/8/1982,26-1-1983,177,Use of Force,0,4,0,0,0,0,0
2349,28,9,1983,3,9,1984,28-9-1983,3/9/1984,341,Use of Force,-1,4,-1,0,0,0,0
2350,30,4,1984,30,4,1984,30-4-1984,30-4-1984,0,Use of Force,0,4,0,0,0,0,0
2352,10,7,1985,11,7,1985,10/7/1985,11/7/1985,1,Display of Force,0,3,0,0,0,0,0
2353,-9,2,1986,-9,3,1988,1/2/1986,1/3/1988,762,Use of Force,-1,4,-1,0,1,0,0
2354,31,1,1986,1,2,1986,31-1-1986,1/2/1986,-2,Display of Force,0,3,0,0,0,0,0
2356,5,6,1986,5,6,1986,5/6/1986,5/6/1986,0,Threat to Use Force,0,2,0,0,0,0,0
2357,2,7,1978,17,3,1979,2/7/1978,17-3-1979,258,Use of Force,-1,4,-1,0,0,0,0
2360,6,4,1965,24,8,1965,6/4/1965,24-8-1965,141,Use of Force,0,4,0,0,0,0,0
2362,12,5,1967,14,5,1967,12/5/1967,14-5-1967,2,Use of Force,-1,4,-1,0,0,0,0
2363,-9,7,1918,15,2,1920,1/7/1918,15-2-1920,592,Use of Force,-1,4,-1,2,0,0,1
2364,-9,2,1920,6,4,1920,1/2/1920,6/4/1920,66,Use of Force,-1,4,-1,2,0,0,1
2365,23,11,1918,6,4,1919,23-11-1918,6/4/1919,134,Use of Force,-1,4,-1,2,0,0,1
2366,28,6,1918,12,10,1919,28-6-1918,12/10/1919,472,Use of Force,-1,4,-1,2,2,0,1
2367,1,1,1854,1,12,1854,1-1-1854,1-12-1854,334,Use of Force,-1,4,-1,1,0,0,0
2368,28,1,1887,28,1,1887,28-1-1887,28-1-1887,0,Threat to Use Force,0,2,0,0,0,0,0
2369,20,4,1887,28,4,1887,20-4-1887,28-4-1887,8,Use of Force,0,4,0,0,0,0,0
2371,1,3,1946,16,4,1947,1/3/1946,16-4-1947,410,Use of Force,-1,4,-1,0,0,0,0
2372,23,7,1952,-9,7,1952,23-7-1952,1/7/1952,-22,Use of Force,0,4,1,0,0,0,0
2373,5,11,1969,13,1,1970,5/11/1969,13-1-1970,70,Use of Force,-1,4,-1,0,0,0,0
2374,8,2,1975,7,4,1975,8/2/1975,7/4/1975,60,Use of Force,-1,4,-1,0,0,0,0
2540,20,8,1985,22,8,1985,20-8-1985,22-8-1985,2,Display of Force,0,3,0,0,0,0,0
2541,7,3,1984,7,3,1984,7/3/1984,7/3/1984,0,Use of Force,0,4,0,0,0,0,0
2542,20,10,1984,20,10,1984,20-10-1984,20-10-1984,0,Use of Force,0,4,0,0,0,0,0
2543,24,7,1985,28,11,1985,24-7-1985,28-11-1985,126,Use of Force,0,4,0,0,0,0,0
2544,19,7,1985,19,7,1985,19-7-1985,19-7-1985,0,Use of Force,0,4,0,0,0,0,0
2545,10,7,1985,13,7,1985,10/7/1985,13-7-1985,3,Use of Force,0,4,0,0,0,0,0
2546,31,5,1985,5,6,1985,31-5-1985,5/6/1985,4,Use of Force,0,4,1,0,0,0,0
2547,30,4,1985,30,4,1985,30-4-1985,30-4-1985,0,Use of Force,0,4,0,0,0,0,0
2548,25,3,1985,25,3,1985,25-3-1985,25-3-1985,0,Use of Force,0,4,0,0,0,0,0
2549,25,3,1985,25,3,1985,25-3-1985,25-3-1985,0,Use of Force,0,4,0,0,0,0,0
2550,22,3,1985,27,3,1985,22-3-1985,27-3-1985,5,Use of Force,0,4,0,0,0,1,0
2551,19,3,1985,19,3,1985,19-3-1985,19-3-1985,0,Use of Force,0,4,0,1,0,0,0
2552,15,3,1985,15,3,1985,15-3-1985,15-3-1985,0,Use of Force,0,4,0,0,0,0,0
2553,21,2,1985,21,2,1985,21-2-1985,21-2-1985,0,Use of Force,0,4,0,0,0,0,0
2554,20,2,1985,20,2,1985,20-2-1985,20-2-1985,0,Use of Force,0,4,0,0,0,0,0
2555,20,2,1985,20,2,1985,20-2-1985,20-2-1985,0,Use of Force,0,4,0,0,0,0,0
2557,23,9,1985,3,1,1986,23-9-1985,3/1/1986,103,Use of Force,0,4,0,0,0,0,0
2558,7,9,1985,7,9,1985,7/9/1985,7/9/1985,0,Use of Force,0,4,0,0,0,0,0
2559,29,9,1985,29,9,1985,29-9-1985,29-9-1985,0,Use of Force,0,4,0,0,1,0,0
2560,18,10,1985,18,10,1985,18-10-1985,18-10-1985,0,Display of Force,0,3,0,0,0,0,0
2561,10,10,1985,10,10,1985,10/10/1985,10/10/1985,0,Use of Force,0,4,0,0,0,0,0
2563,1,10,1985,1,10,1985,1/10/1985,1/10/1985,0,Use of Force,0,4,0,0,0,0,0
2565,26,8,1986,26,8,1986,26-8-1986,26-8-1986,0,Use of Force,0,4,0,0,0,0,0
2566,27,8,1986,27,8,1986,27-8-1986,27-8-1986,0,Threat to Use Force,0,2,0,0,0,0,0
2567,16,8,1986,16,8,1986,16-8-1986,16-8-1986,0,Use of Force,0,4,0,0,0,0,0
2568,29,7,1986,29,7,1986,29-7-1986,29-7-1986,0,Use of Force,0,4,0,0,0,0,0
2570,19,5,1986,19,5,1986,19-5-1986,19-5-1986,0,Use of Force,0,4,0,0,0,0,0
2571,19,5,1986,19,5,1986,19-5-1986,19-5-1986,0,Display of Force,0,3,0,0,0,0,0
2572,26,4,1986,15,6,1986,26-4-1986,15-6-1986,50,Use of Force,0,4,0,0,0,0,0
2573,16,4,1986,16,4,1986,16-4-1986,16-4-1986,0,Use of Force,0,4,0,0,0,0,0
2574,6,4,1986,1,5,1986,6/4/1986,1/5/1986,26,Use of Force,0,4,0,0,0,0,0
2575,2,3,1986,2,3,1986,2/3/1986,2/3/1986,0,Use of Force,0,4,0,0,0,0,0
2578,13,1,1986,14,1,1986,13-1-1986,14-1-1986,1,Use of Force,0,4,0,0,1,0,0
2579,28,5,1986,28,5,1986,28-5-1986,28-5-1986,0,Use of Force,0,4,0,0,0,0,0
2580,6,1,1986,19,5,1986,6/1/1986,19-5-1986,133,Use of Force,0,4,0,0,0,0,0
2583,12,12,1985,17,1,1986,12/12/1985,17-1-1986,36,Use of Force,-1,4,2,0,0,0,0
2584,17,12,1985,7,3,1986,17-12-1985,7/3/1986,80,Use of Force,0,4,0,0,0,0,0
2585,20,11,1985,20,1,1986,20-11-1985,20-1-1986,62,Use of Force,0,4,0,0,0,0,0
2587,29,8,1986,29,8,1986,29-8-1986,29-8-1986,0,Threat to Use Force,0,2,0,0,0,0,0
2588,3,9,1986,3,9,1986,3/9/1986,3/9/1986,0,Use of Force,0,4,0,0,0,0,1
2589,15,9,1986,15,9,1986,15-9-1986,15-9-1986,0,Threat to Use Force,0,2,0,0,0,0,0
2590,30,4,1983,30,4,1983,30-4-1983,30-4-1983,0,Use of Force,-1,4,-1,0,0,0,2
2591,4,2,1986,4,2,1986,4/2/1986,4/2/1986,0,Use of Force,0,4,0,0,0,0,0
2593,18,11,1986,18,11,1986,18-11-1986,18-11-1986,0,Use of Force,0,4,0,0,0,0,0
2594,22,10,1986,22,10,1986,22-10-1986,22-10-1986,0,Use of Force,0,4,0,0,0,0,0
2595,2,10,1986,2,10,1986,2/10/1986,2/10/1986,0,Use of Force,0,4,0,0,0,0,0
2596,23,9,1986,26,11,1986,23-9-1986,26-11-1986,64,Use of Force,0,4,0,1,0,0,0
2597,18,9,1986,22,9,1986,18-9-1986,22-9-1986,4,Use of Force,-1,4,1,0,0,0,0
2598,20,3,1986,21,3,1986,20-3-1986,21-3-1986,1,Display of Force,0,3,0,1,0,0,0
2599,19,8,1986,15,12,1986,19-8-1986,15-12-1986,118,Use of Force,0,4,0,0,0,0,0
2600,10,7,1985,10,7,1985,10/7/1985,10/7/1985,0,Use of Force,0,4,0,0,0,0,0
2601,20,7,1986,23,7,1986,20-7-1986,23-7-1986,3,Use of Force,0,4,0,0,0,0,0
2602,21,6,1978,21,6,1978,21-6-1978,21-6-1978,0,Use of Force,0,4,1,0,0,0,1
2603,9,1,1919,12,7,1920,9/1/1919,12/7/1920,550,Use of Force,-1,4,-1,0,0,0,2
2604,6,1,1919,1,2,1920,6/1/1919,1/2/1920,389,Use of Force,-1,4,-1,1,0,0,2
2605,22,11,1918,24,2,1919,22-11-1918,24-2-1919,92,Use of Force,-1,4,-1,1,0,0,2
2606,12,1,1918,1,10,1920,12/1/1918,1/10/1920,993,Use of Force,-1,4,-1,2,2,0,1
2608,30,10,1966,31,10,1966,30-10-1966,31-10-1966,1,Use of Force,0,4,0,0,1,0,0
2610,21,11,1960,22,11,1960,21-11-1960,22-11-1960,1,Display of Force,0,3,0,0,0,0,0
2612,31,7,1960,31,7,1960,31-7-1960,31-7-1960,0,Threat to Use Force,0,2,0,0,0,0,2
2615,11,10,1972,11,10,1972,11/10/1972,11/10/1972,0,Use of Force,0,4,0,0,0,0,0
2616,14,1,1971,24,3,1971,14-1-1971,24-3-1971,69,Use of Force,0,4,0,0,0,0,0
2617,13,7,1973,22,7,1973,13-7-1973,22-7-1973,9,Use of Force,-1,4,-1,0,0,0,0
2619,29,4,1971,5,10,1971,29-4-1971,5/10/1971,160,Use of Force,0,4,1,0,0,0,0
2620,21,8,1971,19,8,1972,21-8-1971,19-8-1972,364,Use of Force,0,4,0,0,0,0,0
2621,7,7,1971,16,8,1971,7/7/1971,16-8-1971,40,Display of Force,0,3,0,0,0,0,0
2622,20,4,1971,20,4,1971,20-4-1971,20-4-1971,0,Threat to Use Force,0,2,0,0,0,0,0
2623,25,7,1963,22,11,1963,25-7-1963,22-11-1963,119,Display of Force,0,3,0,0,0,0,0
2624,26,12,1964,6,1,1965,26-12-1964,6/1/1965,11,Use of Force,-1,4,1,0,0,0,0
2625,14,4,1949,19,7,1949,14-4-1949,19-7-1949,97,Use of Force,0,4,0,0,0,0,0
2626,4,10,1952,2,11,1952,4/10/1952,2/11/1952,28,Use of Force,0,4,0,0,0,0,0
2627,18,3,1956,26,3,1956,18-3-1956,26-3-1956,8,Use of Force,-1,4,1,0,0,0,0
2628,10,11,1958,2,8,1959,10/11/1958,2/8/1959,266,Use of Force,-1,4,1,0,0,0,0
2629,6,1,1962,27,4,1962,6/1/1962,27-4-1962,110,Display of Force,0,3,0,0,0,0,0
2630,16,10,1963,16,10,1963,16-10-1963,16-10-1963,0,Threat to Use Force,0,2,0,0,0,0,0
2631,-9,1,1965,30,6,1965,1/1/1965,30-6-1965,179,Use of Force,-1,4,3,0,0,0,0
2632,-9,4,1966,-9,8,1966,1/4/1966,1/8/1966,123,Display of Force,0,3,0,0,0,0,0
2633,-9,3,1969,30,3,1969,1/3/1969,30-3-1969,29,Use of Force,-1,4,1,0,0,0,0
2634,12,8,1969,17,3,1970,12/8/1969,17-3-1970,217,Use of Force,0,4,0,0,0,0,0
2635,20,12,1969,21,12,1969,20-12-1969,21-12-1969,1,Use of Force,-1,4,-1,0,0,0,0
2637,15,7,1970,15,7,1970,15-7-1970,15-7-1970,0,Threat to Use Force,0,2,0,0,0,0,0
2638,5,5,1972,5,5,1972,5/5/1972,5/5/1972,0,Use of Force,-1,4,2,0,0,0,0
2639,7,7,1981,3,11,1981,7/7/1981,3/11/1981,118,Use of Force,-1,4,1,0,0,0,0
2640,8,9,1982,8,9,1982,8/9/1982,8/9/1982,0,Display of Force,0,3,0,0,0,0,0
2641,20,10,1983,-9,1,1984,20-10-1983,1/1/1984,73,Use of Force,-1,4,1,0,0,0,0
2642,25,6,1984,30,8,1984,25-6-1984,30-8-1984,67,Use of Force,-1,4,1,0,0,0,0
2643,17,1,1985,7,10,1985,17-1-1985,7/10/1985,263,Use of Force,-1,4,1,0,0,0,0
2644,14,10,1986,15,11,1986,14-10-1986,15-11-1986,31,Use of Force,0,4,0,0,0,0,0
2645,18,2,1915,11,11,1918,18-2-1915,11/11/1918,1364,Use of Force,0,4,0,0,0,0,0
2646,19,5,1918,11,11,1918,19-5-1918,11/11/1918,175,Use of Force,0,4,0,0,0,0,0
2647,23,4,1918,11,11,1918,23-4-1918,11/11/1918,202,Use of Force,0,4,0,0,0,0,0
2648,11,1,1916,11,7,1916,11/1/1916,11/7/1916,182,Use of Force,0,4,0,0,0,0,0
2649,9,2,1917,11,11,1918,9/2/1917,11/11/1918,642,Use of Force,0,4,0,0,0,2,0
2683,26,3,1887,30,4,1887,26-3-1887,30-4-1887,34,Display of Force,0,3,0,2,0,0,0
2700,-9,7,1919,25,10,1919,1/7/1919,25-10-1919,116,Use of Force,0,4,0,0,0,2,1
2701,20,8,1919,25,10,1919,20-8-1919,25-10-1919,66,Display of Force,0,3,0,0,0,1,0
2702,-9,8,1919,25,10,1919,1/8/1919,25-10-1919,85,Use of Force,0,4,0,0,0,0,1
2703,13,9,1945,15,9,1945,13-9-1945,15-9-1945,2,Display of Force,0,3,0,0,0,2,1
2704,6,10,1945,3,5,1946,6/10/1945,3/5/1946,209,Use of Force,0,4,0,0,0,1,2
2706,22,4,1962,-9,9,1962,22-4-1962,1/9/1962,132,Use of Force,-1,4,-1,0,0,2,1
2707,15,10,1964,15,4,1965,15-10-1964,15-4-1965,181,Display of Force,0,3,0,0,0,1,2
2708,-9,12,1965,15,1,1966,1/12/1965,15-1-1966,45,Display of Force,0,3,0,0,0,1,2
2709,26,1,1967,12,2,1967,26-1-1967,12/2/1967,14,Use of Force,0,4,0,0,0,2,1
2710,10,8,1967,17,8,1967,10/8/1967,17-8-1967,7,Use of Force,0,4,0,0,0,2,1
2711,-9,8,1968,28,9,1968,1/8/1968,28-9-1968,57,Display of Force,0,3,0,0,0,2,1
2712,-9,9,1973,-9,9,1973,1/9/1973,1/9/1973,0,Display of Force,0,3,0,0,0,2,1
2713,-9,12,1974,-9,12,1974,1/12/1974,1/12/1974,0,Use of Force,-1,4,-1,0,0,2,1
2714,4,7,1977,5,8,1977,4/7/1977,5/8/1977,32,Use of Force,0,4,0,0,0,2,1
2715,11,3,1978,9,5,1978,11/3/1978,9/5/1978,59,Use of Force,0,4,0,0,0,1,2
2716,27,1,1979,14,2,1980,27-1-1979,14-2-1980,381,Use of Force,-1,4,1,0,0,1,2
2717,5,10,1980,29,10,1980,5/10/1980,29-10-1980,24,Use of Force,-1,4,1,0,0,1,2
2718,12,7,1986,12,7,1986,12/7/1986,12/7/1986,0,Use of Force,0,4,1,0,0,2,1
2721,12,7,1871,12,1,1872,12-7-1871,12-1-1872,184,Use of Force,0,4,0,0,0,0,2
2722,28,4,1920,23,9,1921,28-4-1920,23-9-1921,513,Use of Force,0,4,0,0,0,0,1
2724,26,2,1936,-9,4,1936,26-2-1936,1/4/1936,36,Display of Force,0,3,0,0,0,0,1
2725,10,8,1945,10,8,1945,10/8/1945,10/8/1945,0,War,-1,5,-1,0,0,0,0
2726,-9,4,1975,18,6,1975,1/4/1975,18-6-1975,78,Display of Force,0,3,0,0,0,0,2
2727,20,5,1978,2,10,1979,20-5-1978,2/10/1979,500,Display of Force,0,3,0,0,0,0,2
2728,12,11,1984,23,11,1984,12/11/1984,23-11-1984,11,Display of Force,0,3,0,0,0,0,2
2729,22,4,1963,22,10,1963,22-4-1963,22-10-1963,184,Use of Force,0,4,0,0,0,0,0
2730,20,11,1962,20,11,1962,20-11-1962,20-11-1962,0,Display of Force,0,3,0,0,0,0,0
2731,19,3,1960,19,3,1960,19-3-1960,19-3-1960,0,Threat to Use Force,0,2,0,0,0,0,0
2732,20,6,1959,20,6,1959,20-6-1959,20-6-1959,0,Use of Force,-1,4,1,0,0,0,0
2733,2,3,1916,2,3,1916,2/3/1916,2/3/1916,0,Threat to Use Force,0,2,0,0,1,0,0
2734,10,8,1987,4,2,1988,10/8/1987,4/2/1988,176,Use of Force,0,4,0,0,0,0,0
2735,2,9,1987,2,9,1987,2/9/1987,2/9/1987,0,Use of Force,-1,4,-1,0,0,0,0
2736,29,11,1987,30,12,1987,29-11-1987,30-12-1987,32,Display of Force,0,3,0,0,0,0,0
2737,17,3,1987,17,3,1987,17-3-1987,17-3-1987,0,Threat to Use Force,0,2,0,0,0,0,0
2738,1,4,1987,-9,6,1988,1/4/1987,1/6/1988,427,Use of Force,0,4,0,0,0,0,2
2739,17,5,1987,18,5,1987,17-5-1987,18-5-1987,1,Use of Force,-1,4,2,0,1,0,0
2740,27,1,1987,3,7,1988,27-1-1987,3/7/1988,523,Use of Force,-1,4,1,0,2,0,0
2741,24,9,1987,8,4,1988,24-9-1987,8/4/1988,197,Use of Force,0,4,0,0,2,0,0
2742,1,5,1987,1,5,1987,1/5/1987,1/5/1987,0,Display of Force,0,3,0,0,2,0,0
2743,6,8,1978,8,8,1978,6/8/1978,8/8/1978,2,Display of Force,0,3,0,0,0,0,0
2744,25,7,1961,1,8,1961,25-7-1961,1/8/1961,7,Use of Force,0,4,0,0,0,0,0
2745,22,10,1988,4,11,1988,22-10-1988,4/11/1988,12,Use of Force,-1,4,-1,0,0,0,0
2746,4,5,1988,18,8,1988,4/5/1988,18-8-1988,106,Use of Force,0,4,0,0,0,0,0
2747,8,8,1988,11,10,1988,8/8/1988,11/10/1988,64,Use of Force,0,4,0,0,0,0,0
2748,14,11,1988,14,11,1988,14-11-1988,14-11-1988,0,Use of Force,0,4,0,0,0,0,0
2749,20,2,1988,16,3,1988,20-2-1988,16-3-1988,27,Use of Force,-1,4,-1,0,0,2,0
2750,29,4,1988,9,12,1988,29-4-1988,9/12/1988,225,Use of Force,0,4,0,0,0,1,0
2751,18,5,1988,18,5,1988,18-5-1988,18-5-1988,0,Use of Force,0,4,0,0,0,0,0
2752,19,4,1988,19,4,1988,19-4-1988,19-4-1988,0,Use of Force,0,4,0,0,0,0,0
2753,10,10,1988,30,10,1988,10/10/1988,30-10-1988,20,Use of Force,0,4,0,0,0,0,0
2754,28,3,1988,21,7,1988,28-3-1988,21-7-1988,115,Use of Force,0,4,0,0,0,0,0
2755,14,2,1988,14,2,1988,14-2-1988,14-2-1988,0,Threat to Use Force,0,2,0,0,0,0,0
2756,8,8,1988,8,8,1988,8/8/1988,8/8/1988,0,Use of Force,0,4,0,0,0,0,0
2757,7,10,1988,7,10,1988,7/10/1988,7/10/1988,0,Display of Force,0,3,0,0,0,0,0
2758,14,5,1988,14,5,1988,14-5-1988,14-5-1988,0,Use of Force,0,4,0,0,0,0,0
2759,7,7,1988,7,7,1988,7/7/1988,7/7/1988,0,Use of Force,0,4,0,0,0,0,0
2760,11,12,1988,11,12,1988,11/12/1988,11/12/1988,0,Display of Force,0,3,1,0,0,0,0
2761,28,5,1988,28,5,1988,28-5-1988,28-5-1988,0,Use of Force,-1,4,1,0,0,0,0
2762,27,5,1988,27,5,1988,27-5-1988,27-5-1988,0,Use of Force,0,4,0,0,0,0,0
2763,11,6,1988,11,6,1988,11/6/1988,11/6/1988,0,Use of Force,0,4,0,0,0,0,0
2764,14,5,1988,14,5,1988,14-5-1988,14-5-1988,0,Use of Force,0,4,0,0,0,0,0
2765,21,3,1988,21,3,1988,21-3-1988,21-3-1988,0,Use of Force,0,4,0,0,0,0,0
2766,20,1,1988,20,1,1988,20-1-1988,20-1-1988,0,Threat to Use Force,0,2,0,0,0,0,0
2767,14,5,1988,14,5,1988,14-5-1988,14-5-1988,0,Use of Force,0,4,0,1,0,0,0
2768,16,8,1988,16,8,1988,16-8-1988,16-8-1988,0,Use of Force,-1,4,-1,0,0,0,0
2769,31,1,1988,31,1,1988,31-1-1988,31-1-1988,0,Use of Force,0,4,0,0,0,0,0
2770,9,9,1988,11,10,1988,9/9/1988,11/10/1988,33,Use of Force,0,4,0,0,0,0,0
2771,29,9,1988,29,9,1988,29-9-1988,29-9-1988,0,Display of Force,0,3,0,0,0,0,0
2772,19,4,1988,19,4,1988,19-4-1988,19-4-1988,0,Use of Force,0,4,0,0,0,0,0
2773,14,4,1988,6,5,1988,14-4-1988,6/5/1988,23,Use of Force,0,4,0,0,0,0,0
2774,12,2,1988,12,2,1988,12/2/1988,12/2/1988,0,Use of Force,0,4,0,0,1,0,0
2775,30,12,1988,4,1,1989,30-12-1988,4/1/1989,5,Use of Force,0,4,0,0,2,0,0
2776,20,5,1987,19,2,1988,20-5-1987,19-2-1988,273,Use of Force,-1,4,3,0,0,0,0
2777,12,4,1987,4,5,1987,12/4/1987,4/5/1987,23,Use of Force,0,4,0,0,0,0,0
2778,15,3,1987,15,6,1987,15-3-1987,15-6-1987,91,Display of Force,0,3,0,0,0,0,0
2779,1,6,1987,25,6,1987,1/6/1987,25-6-1987,24,Use of Force,0,4,1,0,0,0,0
2780,15,4,1987,6,6,1987,15-4-1987,6/6/1987,52,Display of Force,0,3,0,0,0,2,0
2782,8,6,1987,30,9,1987,8/6/1987,30-9-1987,114,Use of Force,0,4,0,0,0,1,0
2783,11,10,1987,11,10,1987,11/10/1987,11/10/1987,0,Use of Force,-1,4,1,0,0,0,0
2784,1,10,1987,1,10,1987,1/10/1987,1/10/1987,0,Use of Force,0,4,0,0,0,0,0
2785,20,11,1987,20,11,1987,20-11-1987,20-11-1987,0,Use of Force,0,4,0,0,0,0,0
2786,28,7,1987,28,7,1987,28-7-1987,28-7-1987,0,Use of Force,0,4,0,0,0,0,0
